     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,03/14/2020-03/20/2020,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,FF VALUE,FF 7-DAY,FF 30-DAY,                                                                     
R253,174TH-175TH ST-GRAND CONCOU   ,00005307,00000346,00000079,00000121,00000004,00005620,00003182,00000005,00000039,00000175,00000007,00000261,00000038,00000037,00000000,00000035,00000000,00000000,00000000,00000532,00000000,00000142,00000000,00000325,00000310,00000174,                                                                                                    
R254,GRAND AVE-QUEENS BOULEVARD    ,00010712,00000866,00000199,00000713,00000000,00011755,00015481,00000006,00000089,00000280,00000002,00000836,00000130,00000199,00000000,00000100,00000000,00000000,00000000,00000668,00000000,00000199,00000000,00000183,00000201,00000336,                                                                                                    
R255,VAN WYCK BLVD-MAIN STREET     ,00003890,00000393,00000051,00000124,00000005,00001954,00003217,00000004,00000008,00000147,00000000,00000257,00000031,00000049,00000000,00000032,00000000,00000000,00000000,00000216,00000000,00000034,00000000,00000053,00000038,00000069,                                                                                                    
R256,NASSAU AVE-MANHATTAN AVE      ,00006142,00000475,00000035,00000244,00000002,00004160,00004750,00000004,00000021,00000097,00000001,00000383,00000085,00000101,00000000,00000076,00000000,00000000,00000000,00000189,00000000,00000053,00000000,00000060,00000046,00000075,                                                                                                    
R257,EAST BROADWAY-MADISON ST      ,00008191,00001147,00000109,00000627,00000004,00004731,00007919,00000011,00000056,00000323,00000009,00001061,00000114,00000138,00000000,00000108,00000000,00000000,00000000,00000713,00000000,00000071,00000000,00000401,00000236,00000469,                                                                                                    
R258,4TH AVENUE-9TH STREET         ,00007886,00000603,00000098,00000290,00000001,00005279,00006065,00000009,00000034,00000230,00000001,00000551,00000144,00000160,00000000,00000090,00000000,00000000,00000000,00000520,00000000,00000079,00000000,00000160,00000122,00000191,                                                                                                    
R259,ROOSEVELT ISLAND              ,00003796,00000471,00000101,00000256,00000003,00002355,00004663,00000009,00000008,00000070,00000005,00000717,00000066,00000150,00000000,00000087,00000000,00000000,00000000,00000225,00000000,00000030,00000000,00000077,00000042,00000055,                                                                                                    
R260,181ST STREET-ST NICHOLAS AV   ,00010928,00001143,00000265,00000361,00000001,00013615,00007522,00000009,00000015,00000643,00000008,00000773,00000081,00000133,00000000,00000108,00000000,00000000,00000000,00000910,00000000,00000323,00000000,00000508,00000766,00000445,                                                                                                    
R261,40TH STREET-LOWERY STREET     ,00007275,00000617,00000092,00000211,00000002,00004957,00006155,00000005,00000030,00000262,00000013,00000569,00000083,00000100,00000000,00000074,00000000,00000000,00000000,00000522,00000000,00000076,00000000,00000097,00000077,00000115,                                                                                                    
R262,BEVERLEY ROAD -EAST 15TH ST   ,00002713,00000217,00000048,00000045,00000000,00001853,00001902,00000004,00000007,00000065,00000000,00000198,00000035,00000051,00000000,00000022,00000000,00000000,00000000,00000224,00000000,00000052,00000000,00000044,00000048,00000038,                                                                                                    
R263,AVENUE H-EAST 16TH STREET     ,00002100,00000260,00000035,00000119,00000000,00001646,00002054,00000001,00000017,00000062,00000000,00000123,00000019,00000039,00000000,00000015,00000000,00000000,00000000,00000176,00000000,00000044,00000000,00000058,00000019,00000041,                                                                                                    
R264,OCEAN PKWAY-BRIGHTON BCH AV   ,00002993,00000462,00000033,00000159,00000003,00001133,00001961,00000002,00000011,00000163,00000000,00000099,00000031,00000016,00000000,00000019,00000000,00000000,00000000,00000242,00000000,00000055,00000000,00000058,00000016,00000044,                                                                                                    
R265,MONTROSE AVENUE               ,00004210,00000230,00000033,00000073,00000002,00002893,00003131,00000000,00000015,00000171,00000001,00000310,00000031,00000075,00000000,00000060,00000000,00000000,00000000,00000280,00000000,00000062,00000000,00000192,00000108,00000088,                                                                                                    
R266,HALSEY STREET-WYCKOFF AVE     ,00006355,00000307,00000032,00000112,00000000,00004699,00004224,00000010,00000028,00000115,00000005,00000310,00000066,00000078,00000000,00000065,00000000,00000000,00000000,00000475,00000000,00000076,00000000,00000183,00000138,00000126,                                                                                                    
R267,46TH STREET-BROADWAY          ,00006404,00000486,00000092,00000191,00000000,00004209,00005504,00000004,00000038,00000180,00000001,00000445,00000076,00000119,00000000,00000075,00000000,00000000,00000000,00000449,00000000,00000082,00000000,00000142,00000094,00000083,                                                                                                    
R268,METROPOLITAN AVE-LORIMER ST   ,00007315,00000316,00000056,00000140,00000003,00006028,00006415,00000011,00000030,00000102,00000001,00000650,00000109,00000142,00000000,00000162,00000000,00000000,00000000,00000255,00000000,00000082,00000000,00000156,00000138,00000117,                                                                                                    
R269,BEDFORD AVENUE-NOSTRAND AVE   ,00005189,00000278,00000061,00000144,00000001,00004561,00004456,00000002,00000028,00000112,00000000,00000439,00000079,00000123,00000000,00000076,00000000,00000000,00000000,00000285,00000000,00000057,00000000,00000172,00000152,00000108,                                                                                                    
R270,SMITH STREET-9TH STREET       ,00003727,00000245,00000039,00000114,00000000,00002971,00001903,00000000,00000005,00000171,00000000,00000173,00000030,00000044,00000000,00000049,00000000,00000000,00000000,00000403,00000000,00000050,00000000,00000234,00000180,00000142,                                                                                                    
R271,AVENUE X-MCDONALD AVENUE      ,00002520,00000230,00000041,00000147,00000001,00001448,00002017,00000001,00000007,00000079,00000001,00000134,00000031,00000024,00000000,00000004,00000000,00000000,00000000,00000116,00000000,00000047,00000000,00000073,00000041,00000089,                                                                                                    
R272,28TH STREET-7TH AVENUE        ,00005542,00000675,00000105,00000215,00000006,00004298,00005133,00000053,00000053,00000183,00000021,00000410,00000114,00000143,00000000,00000114,00000000,00000000,00000000,00000164,00000000,00000067,00000000,00000126,00000102,00000107,                                                                                                    
R273,145TH STREET-BROADWAY         ,00006040,00000580,00000167,00000258,00000000,00008150,00005891,00000003,00000011,00000361,00000000,00000468,00000071,00000163,00000000,00000071,00000000,00000000,00000000,00000433,00000000,00000102,00000000,00000245,00000290,00000232,                                                                                                    
R274,191ST STREET-ST NICHOLAS AV   ,00001127,00000139,00000031,00000079,00000000,00001050,00001130,00000001,00000007,00000029,00000001,00000087,00000007,00000018,00000000,00000006,00000000,00000000,00000000,00000128,00000000,00000026,00000000,00000029,00000059,00000051,                                                                                                    
R275,183RD STREET-JEROME AVENUE    ,00006654,00000398,00000080,00000113,00000000,00007453,00002649,00000007,00000015,00000287,00000001,00000348,00000165,00000067,00000000,00000052,00000000,00000000,00000000,00000967,00000000,00000217,00000000,00000406,00000345,00000234,                                                                                                    
R276,JACKSON AVENUE-VERNON BLVD    ,00009428,00000414,00000082,00000203,00000020,00004924,00008132,00000022,00000071,00000092,00000010,00000824,00000267,00000284,00000000,00000115,00000000,00000000,00000000,00000241,00000000,00000079,00000000,00000122,00000082,00000126,                                                                                                    
R277,PRESIDENT ST-NOSTRAND AVE     ,00002419,00000256,00000083,00000073,00000000,00001881,00001876,00000005,00000010,00000121,00000000,00000210,00000020,00000056,00000000,00000028,00000000,00000000,00000000,00000219,00000000,00000040,00000000,00000066,00000073,00000039,                                                                                                    
R278,25TH STREET-4TH AVENUE        ,00002532,00000168,00000027,00000049,00000001,00001862,00001628,00000001,00000002,00000072,00000001,00000091,00000044,00000044,00000000,00000020,00000000,00000000,00000000,00000156,00000000,00000018,00000000,00000070,00000058,00000028,                                                                                                    
R279,JEFFERSON STREET-WYCKOFF AV   ,00005220,00000162,00000022,00000063,00000000,00004166,00003173,00000001,00000015,00000088,00000000,00000206,00000036,00000050,00000000,00000075,00000000,00000000,00000000,00000333,00000000,00000044,00000000,00000096,00000070,00000067,                                                                                                    
R280,190TH STREET-OVERLOOK TERR    ,00002617,00000417,00000054,00000161,00000000,00002006,00003070,00000000,00000010,00000100,00000000,00000291,00000045,00000083,00000000,00000028,00000000,00000000,00000000,00000174,00000000,00000037,00000000,00000079,00000070,00000047,                                                                                                    
R281,72ND STREET-CENTRAL PK WEST   ,00004029,00000329,00000042,00000103,00000004,00002823,00003187,00000002,00000024,00000065,00000005,00000293,00000095,00000106,00000000,00000104,00000000,00000000,00000000,00000132,00000000,00000024,00000000,00000042,00000051,00000057,                                                                                                    
R282,SPRING STREET-6TH AVENUE      ,00004931,00000314,00000052,00000134,00000005,00003402,00003620,00000019,00000031,00000068,00000020,00000322,00000120,00000142,00000000,00000079,00000000,00000000,00000000,00000144,00000000,00000037,00000000,00000072,00000076,00000061,                                                                                                    
R283,LAFAYETTE AVENUE-FULTON ST    ,00002754,00000179,00000061,00000063,00000000,00002304,00001958,00000000,00000004,00000087,00000001,00000182,00000034,00000055,00000000,00000029,00000000,00000000,00000000,00000341,00000000,00000041,00000000,00000128,00000128,00000091,                                                                                                    
R284,CLINTON AVENUE-FULTON ST      ,00003044,00000254,00000049,00000094,00000001,00002240,00002674,00000011,00000024,00000067,00000001,00000237,00000049,00000091,00000000,00000065,00000000,00000000,00000000,00000220,00000000,00000025,00000000,00000084,00000086,00000058,                                                                                                    
R285,MOTT AVENUE-BEACH 22ND ST     ,00006098,00000387,00000128,00000120,00000000,00003868,00001761,00000002,00000017,00000229,00000000,00000109,00000014,00000024,00000000,00000054,00000000,00000000,00000000,00000409,00000000,00000090,00000000,00000234,00000177,00000077,                                                                                                    
R286,MYRTLE AVENUE-MARCY AVENUE    ,00004799,00000251,00000032,00000040,00000000,00003826,00002993,00000001,00000010,00000126,00000000,00000286,00000034,00000080,00000000,00000053,00000000,00000000,00000000,00000335,00000000,00000055,00000000,00000307,00000158,00000123,                                                                                                    
R287,CLASSON AVENUE-LAFAYETTE AV   ,00003501,00000132,00000034,00000051,00000009,00002592,00002469,00000000,00000009,00000100,00000000,00000213,00000034,00000057,00000000,00000048,00000000,00000000,00000000,00000297,00000000,00000051,00000000,00000127,00000095,00000060,                                                                                                    
R288,7TH AVENUE-9TH STREET         ,00006320,00000576,00000059,00000203,00000001,00002812,00005152,00000017,00000060,00000160,00000001,00000690,00000226,00000147,00000000,00000097,00000000,00000000,00000000,00000388,00000000,00000038,00000000,00000097,00000071,00000097,                                                                                                    
R289,FT HAMILTON PKY-GREENWOOD     ,00002487,00000389,00000027,00000147,00000000,00001289,00002429,00000006,00000026,00000042,00000001,00000326,00000049,00000065,00000000,00000021,00000000,00000000,00000000,00000258,00000000,00000018,00000000,00000045,00000017,00000030,                                                                                                    
R290,HOUSTON STREET-VARICK ST      ,00007199,00000517,00000094,00000184,00000039,00003990,00003930,00000066,00000030,00000122,00000037,00000367,00000123,00000125,00000000,00000084,00000000,00000000,00000000,00000201,00000000,00000045,00000000,00000122,00000116,00000099,                                                                                                    
R291,33RD STREET-QUEENS BLVD       ,00005758,00000386,00000040,00000135,00000008,00003503,00003539,00000032,00000044,00000118,00000013,00000575,00000080,00000088,00000000,00000061,00000000,00000000,00000000,00000617,00000000,00000153,00000000,00000137,00000077,00000101,                                                                                                    
R292,BAYCHESTER AVE-TILLOTSON      ,00003946,00000209,00000054,00000057,00000000,00002424,00001460,00000005,00000022,00000100,00000000,00000274,00000018,00000025,00000000,00000011,00000000,00000000,00000000,00000393,00000000,00000106,00000000,00000183,00000103,00000101,                                                                                                    
R293,34TH STREET - PENN STATION    ,00035570,00002324,00000408,00000729,00000427,00013169,00014487,00000084,00000206,00000979,00000874,00001467,00001004,00000432,00000000,00000592,00000000,00000000,00000000,00000479,00000000,00000266,00000000,00000505,00000432,00000334,                                                                                                    
R294,MORGAN AVENUE-HARRISON PL     ,00004477,00000118,00000032,00000068,00000000,00003145,00002979,00000005,00000031,00000069,00000000,00000213,00000054,00000069,00000000,00000058,00000000,00000000,00000000,00000197,00000000,00000031,00000000,00000086,00000089,00000054,                                                                                                    
R295,WILSON AVENUE-MOFFAT STREET   ,00003491,00000163,00000027,00000046,00000000,00003409,00002252,00000000,00000009,00000143,00000000,00000189,00000013,00000050,00000000,00000051,00000000,00000000,00000000,00000269,00000000,00000042,00000000,00000126,00000120,00000063,                                                                                                    
R296,163RD ST & AMSTERDAM AVE      ,00003329,00000300,00000063,00000072,00000000,00004000,00002520,00000003,00000001,00000158,00000000,00000210,00000047,00000042,00000000,00000031,00000000,00000000,00000000,00000296,00000000,00000064,00000000,00000139,00000149,00000096,                                                                                                    
R297,FRANKLIN AVENUE-FULTON ST     ,00003597,00000329,00000159,00000159,00000000,00003777,00002937,00000004,00000008,00000138,00000000,00000288,00000035,00000052,00000000,00000049,00000000,00000000,00000000,00000310,00000000,00000045,00000000,00000158,00000141,00000094,                                                                                                    
R298,NORTHERN BLVD-BROADWAY        ,00004490,00000439,00000088,00000231,00000000,00004172,00005141,00000001,00000068,00000148,00000000,00000391,00000077,00000066,00000000,00000035,00000000,00000000,00000000,00000292,00000000,00000060,00000000,00000123,00000086,00000120,                                                                                                    
R299,BROADWAY - UNION AVENUE       ,00003670,00000233,00000044,00000138,00000000,00004365,00003385,00000002,00000004,00000101,00000000,00000277,00000021,00000027,00000000,00000043,00000000,00000000,00000000,00000173,00000000,00000049,00000000,00000120,00000105,00000125,                                                                                                    
R300,2ND AVENUE-HOUSTON STREET     ,00009080,00000629,00000124,00000322,00000008,00006421,00006800,00000011,00000053,00000237,00000007,00000649,00000149,00000156,00000000,00000217,00000000,00000000,00000000,00000350,00000000,00000117,00000000,00000267,00000200,00000210,                                                                                                    
R301,YORK STREET-JAY STREET        ,00007184,00000277,00000029,00000148,00000002,00005175,00003811,00000002,00000035,00000117,00000015,00000247,00000113,00000112,00000000,00000237,00000000,00000000,00000000,00000263,00000000,00000034,00000000,00000178,00000134,00000160,                                                                                                    
R302,57TH STREET-6TH AVENUE        ,00008280,00000696,00000090,00000243,00000010,00004680,00005436,00000032,00000069,00000122,00000007,00000786,00000203,00000145,00000000,00000147,00000000,00000000,00000000,00000110,00000000,00000063,00000000,00000089,00000070,00000085,                                                                                                    
R303,21ST STREET-QUEENSBRIDGE      ,00007674,00000667,00000187,00000467,00000000,00008282,00005926,00000017,00000020,00000471,00000002,00000412,00000081,00000061,00000000,00000174,00000000,00000000,00000000,00000479,00000000,00000151,00000000,00000334,00000403,00000329,                                                                                                    
R304,RECTOR STREET-GREENWICH ST    ,00002941,00000246,00000025,00000090,00000005,00001989,00002047,00000176,00000020,00000044,00000055,00000182,00000086,00000069,00000000,00000117,00000000,00000000,00000000,00000056,00000000,00000015,00000000,00000036,00000039,00000021,                                                                                                    
R305,WTC-CORTLANDT ST              ,00005885,00000283,00000026,00000100,00000046,00002515,00002243,00000023,00000030,00000049,00000055,00000221,00000127,00000084,00000000,00000172,00000000,00000000,00000000,00000068,00000000,00000046,00000000,00000040,00000036,00000022,                                                                                                    
R306,238TH STREET-BROADWAY         ,00003469,00000290,00000046,00000095,00000000,00002737,00002567,00000010,00000015,00000115,00000000,00000271,00000058,00000041,00000000,00000025,00000000,00000000,00000000,00000291,00000000,00000078,00000000,00000124,00000076,00000121,                                                                                                    
R307,138TH ST-GRAND CONCOURSE      ,00002586,00000098,00000031,00000050,00000000,00001687,00001034,00000002,00000003,00000092,00000000,00000104,00000019,00000059,00000000,00000015,00000000,00000000,00000000,00000121,00000000,00000031,00000000,00000103,00000068,00000032,                                                                                                    
R308,MT EDEN AVENUE-JEROME AVE     ,00005863,00000477,00000086,00000122,00000000,00005456,00002787,00000003,00000013,00000291,00000000,00000305,00000029,00000053,00000000,00000030,00000000,00000000,00000000,00000607,00000000,00000183,00000000,00000322,00000315,00000152,                                                                                                    
R309,176TH STREET-JEROME AVENUE    ,00005855,00000383,00000129,00000129,00000001,00006914,00003149,00000007,00000001,00000218,00000000,00000303,00000024,00000047,00000000,00000041,00000000,00000002,00000000,00000676,00000000,00000199,00000000,00000393,00000391,00000239,                                                                                                    
R310,111TH STREET-ROOSEVELT AVE    ,00015253,00000318,00000065,00000207,00000002,00015851,00005134,00000004,00000022,00000242,00000000,00000201,00000033,00000055,00000000,00000073,00000000,00000000,00000000,00000916,00000000,00000135,00000000,00000179,00000170,00000178,                                                                                                    
R311,BOWERY STREET-DELANCEY ST     ,00002118,00000308,00000023,00000291,00000001,00001585,00002451,00000004,00000008,00000069,00000002,00000106,00000040,00000047,00000000,00000080,00000000,00000000,00000000,00000109,00000000,00000027,00000000,00000080,00000035,00000121,                                                                                                    
R312,WEST 6TH STREET-SURF AVENUE   ,00002168,00000359,00000026,00000124,00000000,00000977,00001683,00000003,00000012,00000051,00000000,00000078,00000058,00000032,00000000,00000017,00000000,00000000,00000000,00000166,00000000,00000039,00000000,00000055,00000048,00000052,                                                                                                    
R313,BUSHWICK AVENUE-ABERDEEN ST   ,00001782,00000098,00000025,00000028,00000000,00001611,00001073,00000000,00000001,00000037,00000000,00000101,00000007,00000016,00000000,00000004,00000000,00000000,00000000,00000187,00000000,00000032,00000000,00000048,00000070,00000019,                                                                                                    
R314,103RD ST-CENTRAL PARK WEST    ,00002816,00000350,00000039,00000089,00000004,00002463,00002496,00000004,00000017,00000145,00000007,00000247,00000046,00000045,00000000,00000050,00000000,00000000,00000000,00000301,00000000,00000045,00000000,00000149,00000093,00000095,                                                                                                    
R315,155TH STREET-8TH AVENUE       ,00003445,00000391,00000072,00000126,00000000,00003328,00001763,00000000,00000002,00000219,00000000,00000148,00000082,00000012,00000000,00000024,00000000,00000000,00000000,00000593,00000000,00000107,00000000,00000327,00000450,00000241,                                                                                                    
R316,FLUSHING AVENUE-MARCY AVE     ,00003003,00000121,00000022,00000036,00000000,00002367,00001370,00000002,00000012,00000059,00000000,00000205,00000018,00000022,00000000,00000014,00000000,00000000,00000000,00000226,00000000,00000046,00000000,00000210,00000084,00000051,                                                                                                    
R317,LAFAYETTE AV-WASHINGTON AV    ,00002353,00000195,00000024,00000061,00000000,00001933,00002109,00000001,00000026,00000045,00000002,00000207,00000039,00000064,00000000,00000042,00000000,00000000,00000000,00000123,00000000,00000015,00000000,00000069,00000033,00000039,                                                                                                    
R318,FULTON STREET-LAFAYETTE AV    ,00003014,00000186,00000037,00000065,00000000,00003302,00003427,00000000,00000020,00000060,00000000,00000277,00000063,00000092,00000000,00000034,00000000,00000000,00000000,00000318,00000000,00000041,00000000,00000100,00000072,00000092,                                                                                                    
R319,63RD STREET-LEXINGTON AVE     ,00011917,00000942,00000129,00000284,00000015,00006867,00009743,00000029,00000122,00000147,00000018,00000770,00000324,00000248,00000000,00000137,00000000,00000000,00000000,00000201,00000000,00000092,00000000,00000129,00000155,00000202,                                                                                                    
R320,CANAL STREET-VARICK STREET    ,00002072,00000121,00000027,00000046,00000001,00001580,00001423,00000017,00000008,00000042,00000006,00000107,00000053,00000049,00000000,00000047,00000000,00000000,00000000,00000040,00000000,00000014,00000000,00000035,00000040,00000019,                                                                                                    
R321,18TH STREET-7TH AVENUE        ,00003306,00000341,00000036,00000128,00000005,00002268,00002376,00000035,00000016,00000061,00000008,00000309,00000074,00000075,00000000,00000054,00000000,00000000,00000000,00000177,00000000,00000039,00000000,00000061,00000060,00000042,                                                                                                    
R322,SPRING STREET-LAFAYETTE ST    ,00004078,00000291,00000052,00000113,00000007,00003700,00003228,00000025,00000032,00000090,00000008,00000311,00000070,00000094,00000000,00000120,00000000,00000000,00000000,00000126,00000000,00000050,00000000,00000084,00000100,00000067,                                                                                                    
R323,111TH STREET-LENOX AVENUE     ,00005651,00000585,00000158,00000319,00000000,00005549,00004964,00000007,00000009,00000246,00000010,00000502,00000078,00000106,00000000,00000078,00000000,00000000,00000000,00000660,00000000,00000101,00000000,00000372,00000354,00000248,                                                                                                    
R324,116TH STREET-LENOX AVENUE     ,00006626,00000767,00000190,00000369,00000001,00007346,00006134,00000022,00000038,00000350,00000009,00000675,00000102,00000123,00000000,00000059,00000000,00000000,00000000,00000762,00000000,00000199,00000000,00000344,00000389,00000322,                                                                                                    
R325,WHITLOCK AVE-WESTCHESTER AV   ,00002112,00000129,00000043,00000033,00000000,00002157,00001070,00000001,00000002,00000065,00000001,00000098,00000007,00000005,00000000,00000015,00000000,00000000,00000000,00000285,00000000,00000048,00000000,00000110,00000085,00000055,                                                                                                    
R326,ZEREGA AVE-WESTCHESTER AVE    ,00002806,00000157,00000022,00000046,00000000,00002076,00001319,00000004,00000019,00000105,00000000,00000122,00000021,00000010,00000000,00000006,00000000,00000000,00000000,00000213,00000000,00000055,00000000,00000108,00000066,00000064,                                                                                                    
R327,52ND STREET-ROOSEVELT AVE     ,00004678,00000517,00000088,00000138,00000001,00004045,00004791,00000003,00000055,00000164,00000001,00000271,00000035,00000075,00000000,00000031,00000000,00000000,00000000,00000267,00000000,00000054,00000000,00000075,00000069,00000063,                                                                                                    
R328,WILLETS PT BLVD-ROOSEVELT     ,00002456,00000080,00000007,00000022,00000000,00001585,00000767,00000001,00000012,00000024,00000000,00000054,00000029,00000032,00000000,00000028,00000000,00000000,00000000,00000199,00000000,00000025,00000000,00000087,00000036,00000021,                                                                                                    
R329,MORRIS PARK-PAULDING AVENUE   ,00002447,00000120,00000001,00000030,00000000,00000935,00001052,00000002,00000016,00000055,00000000,00000203,00000026,00000021,00000000,00000005,00000000,00000000,00000000,00000128,00000000,00000024,00000000,00000045,00000026,00000037,                                                                                                    
R330,3RD AVENUE-14TH STREET        ,00003555,00000229,00000034,00000087,00000005,00001921,00003056,00000002,00000025,00000064,00000007,00000493,00000060,00000060,00000000,00000075,00000000,00000000,00000000,00000131,00000000,00000016,00000000,00000057,00000053,00000048,                                                                                                    
R331,155TH STREET-ST NICHOLAS AV   ,00001665,00000180,00000070,00000092,00000000,00001941,00001715,00000002,00000002,00000089,00000004,00000158,00000012,00000040,00000000,00000027,00000000,00000000,00000000,00000171,00000000,00000021,00000000,00000088,00000081,00000093,                                                                                                    
R332,135TH STREET-ST NICHOLAS AV   ,00003002,00000270,00000064,00000130,00000000,00002764,00003058,00000003,00000007,00000069,00000002,00000418,00000074,00000092,00000000,00000041,00000000,00000000,00000000,00000382,00000000,00000035,00000000,00000151,00000076,00000126,                                                                                                    
R333,116TH STREET-8TH AVENUE       ,00003731,00000317,00000117,00000163,00000000,00004158,00004134,00000013,00000010,00000147,00000000,00000438,00000070,00000116,00000000,00000053,00000000,00000000,00000000,00000466,00000000,00000071,00000000,00000199,00000235,00000171,                                                                                                    
R334,110TH STREET-8TH AVENUE       ,00003960,00000424,00000081,00000196,00000000,00003391,00004206,00000001,00000020,00000131,00000003,00000365,00000070,00000121,00000000,00000073,00000000,00000000,00000000,00000304,00000000,00000049,00000000,00000174,00000190,00000135,                                                                                                    
R335,GASTON AVENUE-BEACH 67TH ST   ,00003058,00000225,00000037,00000058,00000000,00001632,00001071,00000002,00000010,00000135,00000000,00000097,00000026,00000036,00000000,00000066,00000000,00000000,00000000,00000216,00000000,00000030,00000000,00000137,00000069,00000026,                                                                                                    
R336,STRAITON AVE-BEACH 60TH ST    ,00002619,00000215,00000039,00000025,00000000,00001769,00000919,00000007,00000008,00000071,00000000,00000121,00000012,00000024,00000000,00000044,00000000,00000000,00000000,00000325,00000000,00000056,00000000,00000211,00000139,00000047,                                                                                                    
R337,FRANK AVENUE-BEACH 44TH ST    ,00000858,00000057,00000013,00000022,00000000,00000716,00000282,00000001,00000002,00000034,00000000,00000035,00000001,00000012,00000000,00000020,00000000,00000000,00000000,00000092,00000000,00000008,00000000,00000057,00000042,00000022,                                                                                                    
R338,EDGEMERE-BEACH 36TH STREET    ,00001205,00000143,00000034,00000044,00000000,00000691,00000437,00000001,00000003,00000073,00000000,00000049,00000014,00000007,00000000,00000024,00000000,00000000,00000000,00000126,00000000,00000015,00000000,00000092,00000041,00000032,                                                                                                    
R339,36TH STREET-NORTHERN BLVD     ,00003294,00000318,00000071,00000168,00000001,00002224,00002507,00000007,00000027,00000079,00000000,00000162,00000058,00000052,00000000,00000046,00000000,00000000,00000000,00000172,00000000,00000038,00000000,00000100,00000114,00000077,                                                                                                    
R340,65TH STREET-BROADWAY          ,00002989,00000210,00000052,00000109,00000001,00002346,00002706,00000002,00000001,00000095,00000000,00000134,00000029,00000067,00000000,00000026,00000000,00000000,00000000,00000190,00000000,00000030,00000000,00000048,00000038,00000057,                                                                                                    
R341,75TH AVENUE-QUEENS BLVD       ,00002070,00000328,00000016,00000123,00000001,00000876,00001906,00000001,00000026,00000063,00000000,00000137,00000045,00000053,00000000,00000017,00000000,00000000,00000000,00000132,00000000,00000011,00000000,00000028,00000027,00000028,                                                                                                    
R342,VAN WYCK BLVD-METROPOLITAN    ,00005570,00000289,00000051,00000108,00000003,00003340,00002407,00000000,00000015,00000166,00000013,00000191,00000069,00000046,00000000,00000039,00000000,00000000,00000000,00000230,00000000,00000058,00000000,00000114,00000073,00000073,                                                                                                    
R343,FRANKLIN STREET-WEST BWAY     ,00001833,00000201,00000020,00000041,00000003,00001217,00001382,00000006,00000011,00000042,00000007,00000093,00000028,00000045,00000000,00000021,00000000,00000000,00000000,00000038,00000000,00000009,00000000,00000036,00000041,00000042,                                                                                                    
R344,145TH STREET-LENOX AVENUE     ,00002700,00000274,00000070,00000132,00000000,00002432,00002020,00000011,00000002,00000146,00000001,00000248,00000017,00000030,00000000,00000023,00000000,00000000,00000000,00000289,00000000,00000042,00000000,00000180,00000156,00000130,                                                                                                    
R345,148TH STREET-LENOX AVENUE     ,00002743,00000296,00000076,00000111,00000000,00002593,00002312,00000002,00000007,00000108,00000000,00000310,00000019,00000048,00000000,00000009,00000000,00000000,00000000,00000318,00000000,00000059,00000000,00000147,00000138,00000116,                                                                                                    
R346,COURT SQ                      ,00004549,00000253,00000051,00000084,00000013,00004266,00003221,00000020,00000015,00000078,00000009,00000250,00000067,00000069,00000000,00000055,00000000,00000000,00000000,00000182,00000000,00000054,00000000,00000083,00000081,00000071,                                                                                                    
R347,69TH STREET-ROOSEVELT AVE     ,00004477,00000346,00000106,00000130,00000000,00004750,00003785,00000011,00000007,00000153,00000000,00000217,00000017,00000068,00000000,00000034,00000000,00000000,00000000,00000341,00000000,00000065,00000000,00000061,00000061,00000053,                                                                                                    
R348,ATLANTIC AV-VAN SINDEREN AV   ,00001834,00000074,00000002,00000038,00000004,00001307,00000613,00000001,00000004,00000063,00000005,00000051,00000018,00000015,00000000,00000013,00000000,00000000,00000000,00000297,00000000,00000019,00000000,00000082,00000089,00000034,                                                                                                    
R349,SUTTER AVE-VAN SINDEREN AVE   ,00003898,00000204,00000039,00000060,00000000,00003411,00001282,00000001,00000009,00000200,00000000,00000126,00000002,00000025,00000000,00000018,00000000,00000000,00000000,00000569,00000000,00000085,00000000,00000319,00000256,00000138,                                                                                                    
R350,LIVONIA AVE-VAN SINDEREN AV   ,00002876,00000202,00000086,00000078,00000000,00003335,00001496,00000001,00000004,00000109,00000000,00000166,00000010,00000008,00000000,00000017,00000000,00000000,00000000,00000337,00000000,00000063,00000000,00000208,00000176,00000108,                                                                                                    
R352,HEWES STREET-BROADWAY         ,00002848,00000177,00000051,00000035,00000000,00002527,00001866,00000005,00000013,00000117,00000000,00000175,00000030,00000042,00000000,00000035,00000000,00000000,00000000,00000157,00000000,00000043,00000000,00000091,00000056,00000061,                                                                                                    
R353,LORIMER STREET-BROADWAY       ,00003450,00000362,00000055,00000406,00000000,00003744,00004488,00000001,00000020,00000114,00000000,00000287,00000035,00000061,00000000,00000036,00000000,00000000,00000000,00000272,00000000,00000063,00000000,00000140,00000100,00000278,                                                                                                    
